Item,Price,Image
"Ecolution Patented Microwave Micro-Pop Popcorn Popper, Borosilicate Glass, 3-in-1 Lid, Dishwasher Safe, BPA Free, 3 Quart Family Size, Red",$11.68 ,https://m.media-amazon.com/images/I/71ayG3bZ7yL._AC_UL640_QL65_.jpg
"Ninja AG301 Foodi 5-in-1 Indoor Grill with Air Fry, Roast, Bake & Dehydrate, Black/Silver",$111.94 ,https://m.media-amazon.com/images/I/71himNpCYgL._AC_UL640_QL65_.jpg
"Bodum 11883-259US Melior Gooseneck Electric Water Kettle, 27 Ounce, Matte Black",$34.21 ,https://m.media-amazon.com/images/I/71iBRcNOaWL._AC_UL640_QL65_.jpg
Anova Culinary Sous Vide Precision Cooker Nano | Bluetooth | 750W | Anova App Included,$71.04 ,https://m.media-amazon.com/images/I/61Kk5E3VQ6L._AC_UL640_QL65_.jpg
"NutriBullet ZNBF30500Z Blender Combo 1200 Watt, 1200W, Dark Gray",$75.00 ,https://m.media-amazon.com/images/I/71+E7mBZqzL._AC_UL640_QL65_.jpg
"CHEFMAN Small, Compact Air Fryer Healthy Cooking, 2 Qt, Nonstick, User Friendly and Adjustable Temperature Control w/ 60 Minute Timer & Auto Shutoff, Dishwasher Safe Basket, BPA - Free, Black",$32.21 ,https://m.media-amazon.com/images/I/51ojaj8jQ2L._AC_UL640_QL65_.jpg
"COSORI Air Fryer 6.8Qt, Dual Blaze with 360 ThermoIQ Tech - Using Upper and Lower Heating Elements for Precise Temperature Control and Even Cooking Results, No More Shaking & Preheating, Time-Saving",$118.99 ,https://m.media-amazon.com/images/I/713MAwEP6qL._AC_UL640_QL65_.jpg
"AccuSharp Knife & Tool Sharpener - Diamond-Honed Tungsten Carbide Rust-Free Sharpener Quickly Sharpens, Restores, Repairs & Hones Serrated Blades, Cutting Tools, Cleavers, Axes & Machetes",$9.42 ,https://m.media-amazon.com/images/I/61N42Uva9ZL._AC_UL640_QL65_.jpg
"Hamilton Beach 49974 FlexBrew Single-Serve Coffee Maker Compatible with Pod Packs and Grounds, Black",$42.90 ,https://m.media-amazon.com/images/I/71ARNb7aTFL._AC_UL640_QL65_.jpg
"Zojirushi NS-LGC05XB Micom Rice Cooker & Warmer, 3-Cups (uncooked), Stainless Black",$98.51 ,https://m.media-amazon.com/images/I/817lMSUldHL._AC_UL640_QL65_.jpg
"Hamilton Beach 2 Slice Extra Wide Slot Toaster with Shade Selector, Toast Boost, Auto Shutoff, Black (22633)",$21.01 ,https://m.media-amazon.com/images/I/71Gm+E-7tML._AC_UY436_QL65_.jpg
"Potane Precision Vacuum Sealer Machine,Pro Food Sealer with Built-in Cutter and Bag Storage(Up to 20 Feet Length), Both Auto&Manual Options,2 Food Modes,Includes 2 Bag Rolls 11”x16’ and 8”x16’,Compact Design",$136.80 ,https://m.media-amazon.com/images/I/71TiM8t-E-L._AC_UL640_QL65_.jpg
"Duxtop 1800W Portable Induction Cooktop Countertop Burner, Gold 8100MC/BT-180G3",$49.49 ,https://m.media-amazon.com/images/I/61u0m8VP01L._AC_UL640_QL65_.jpg
"Chefman 1.7 Liter Electric Glass Tea Kettle, Fast Hot Water Boiler, One Touch Operation, Boils 7 Cups, Swivel Base & Cordless Pouring, Auto Shut-Off",$14.33 ,https://m.media-amazon.com/images/I/71SxPkodsnL._AC_UL640_QL65_.jpg
"Nespresso Aeroccino3 Milk Frother, One Size, Black",$70.50 ,https://m.media-amazon.com/images/I/61tY-TRM7CL._AC_UL640_QL65_.jpg
"Hamilton Beach Electric Tea Kettle, Water Boiler & Heater, 1.7 L, Cordless, Auto-Shutoff and Boil-Dry Protection, Stainless Steel (40880)",$20.43 ,https://m.media-amazon.com/images/I/61SF8cnUP2L._AC_UL640_QL65_.jpg
"Ninja AF161 Max XL Air Fryer that Cooks, Crisps, Roasts, Bakes, Reheats and Dehydrates, with 5.5 Quart Capacity, and a High Gloss Finish, Grey",$85.04 ,https://m.media-amazon.com/images/I/71Sn7tr3GbL._AC_UL640_QL65_.jpg
"Hamilton Beach Programmable Coffee Maker, 12 Cups, Front Access Easy Fill, Pause & Serve, 3 Brewing Options, Black (46310)",$29.85 ,https://m.media-amazon.com/images/I/61BeHixzYmL._AC_UL640_QL65_.jpg
"Frigidaire RED EFMIS129- CP4 Mini Portable Compact Personal Fridge Cooler, 4 Liter Capacity Chills Six 12 oz Cans, 100% Freon-Free & Eco Friendly, Includes Plugs for Home Outlet & 12V Car Charger",$24.79 ,https://m.media-amazon.com/images/I/51mkl3m98WL._AC_UL640_QL65_.jpg
"Cuisinart DLC-2ABC Mini Prep Plus Food-Processors, 3 Cup, Brushed Chrome and Nickel",$23.03 ,https://m.media-amazon.com/images/I/41KLCZojhyL._AC_UL640_QL65_.jpg
"Chef'sChoice Trizor XV EdgeSelect Professional Electric Knife Sharpener with 100-Percent Diamond Abrasives and Precision Angle Guides for Straight Edge and Serrated Knives, 3-stage, Gray",$92.82 ,https://m.media-amazon.com/images/I/71C3Y1kF6gS._AC_UL640_QL65_.jpg
"Hamilton Beach Electric Sandwich Maker and Toaster Makes Omelets and Grilled Cheese, 4 Inch, Easy to Store, Black (25430)",$18.06 ,https://m.media-amazon.com/images/I/915ssvdKSPL._AC_UL640_QL65_.jpg
"Keurig K-Mini Plus Coffee Maker, Single Serve K-Cup Pod Coffee Brewer, 6 to 12 oz. Brew Size, Stores up to 9 K-Cup Pods, Black",$52.13 ,https://m.media-amazon.com/images/I/71mxNB9W3qL._AC_UL640_QL65_.jpg
"NutriBullet NBY-50100 Baby Complete Food-Making System, 32-Oz, Blue",$43.25 ,https://m.media-amazon.com/images/I/610Scn433bL._AC_UL640_QL65_.jpg
"Fiskars Gardening Tools: Bypass Pruning Shears, Sharp Precision-ground Steel Blade, 5.5” Plant Clippers (91095935J)",$11.50 ,https://m.media-amazon.com/images/I/61RHSTpjyPL._AC_UL640_QL65_.jpg
"TICONN 6 Pack Extra Large Moving Bags with Zippers & Carrying Handles, Heavy-Duty Storage Tote for Space Saving Moving Storage",$35.83 ,https://m.media-amazon.com/images/I/71QRshEn5lL._AC_UL640_QL65_.jpg
"DEWALT 20V Max Cordless Drill / Driver Kit, Compact, 1/2-Inch (DCD771C2)",$94.05 ,https://m.media-amazon.com/images/I/71n1TZHn6BS._AC_UL640_QL65_.jpg
"DEWALT Titanium Drill Bit Set, Pilot Point, 21-Piece (DW1361)",$23.35 ,https://m.media-amazon.com/images/I/81BVWUZLG-S._AC_UL640_QL65_.jpg
"General Tools Leather Hole Punch Tool - 6 Multi-Hole Sizes for Leather, Rubber, & Plastic - Hobbies & Crafts",$6.76 ,https://m.media-amazon.com/images/I/518IHPZ2dgL._AC_UL640_QL65_.jpg
"Newborn 930-GTD Drip-Free Smooth Hex Rod Cradle Caulking Gun with Gator Trigger Comfort Grip, 1/10 Gallon Cartridge, 10:1 Thrust Ratio",$11.30 ,https://m.media-amazon.com/images/I/613LAHxu4WL._AC_UL640_QL65_.jpg
"gonicc 8"" Professional Premium Titanium Bypass Pruning Shears (GPPS-1003), Hand Pruners, Garden Clippers.",$21.71 ,https://m.media-amazon.com/images/I/61CZEemMnuL._AC_UL640_QL65_.jpg
"AstroAI Digital Tire Inflator with Pressure Gauge, 250 PSI Air Chuck and Compressor Accessories Heavy Duty with Rubber Hose and Quick Connect Coupler for 0.1 Display Resolution, Gifts for Men",$21.39 ,https://m.media-amazon.com/images/I/71bY48eVGKL._AC_UL640_QL65_.jpg
Sharp Pebble Premium Whetstone Knife Sharpening Stone 2 Side Grit 1000/6000 Waterstone- Whetstone Knife Sharpener- NonSlip Bamboo Base & Angle Guide,$35.10 ,https://m.media-amazon.com/images/I/71b0gobYqIL._AC_UL640_QL65_.jpg
BLACK+DECKER 20V MAX* POWERECONNECT Cordless Drill/Driver + 30 pc. Kit (LD120VA),$35.25 ,https://m.media-amazon.com/images/I/612iskX2OrL._AC_UL640_QL65_.jpg
"CRAFTSMAN Air Compressor, 6 Gallon, Pancake, Oil-Free with 13 Piece Accessory Kit (CMEC6150K)",$132.99 ,https://m.media-amazon.com/images/I/71uahf6BJcL._AC_UL640_QL65_.jpg
"Klein Tools VDV226-110 Ratcheting Modular Cable Crimper / Wire Stripper / Wire Cutter, for RJ11/RJ12 Standard and RJ45 Pass-Thru Connectors",$33.63 ,https://m.media-amazon.com/images/I/51QMPNGizfL._AC_UL640_QL65_.jpg
"Leather Hole Punch for Belts, Watch Bands, Saddles, Straps and More – Professional Leather & Fabric Hole Puncher for Crafts & DIY – Leather Hole Punch Set Easily Creates Perfect Round Multi-Size Hole",$18.37 ,https://m.media-amazon.com/images/I/61nElDbmhHL._AC_UL640_QL65_.jpg
"Bissell Crosswave Pet Pro All in One Wet Dry Vacuum Cleaner and Mop for Hard Floors and Area Rugs, 2306A",$184.49 ,https://m.media-amazon.com/images/I/71z3BuuN8AL._AC_UL640_QL65_.jpg
"DEWALT Reciprocating Saw Blades, Metal/Wood Cutting Set, 6-Piece (DW4856)",$11.09 ,https://m.media-amazon.com/images/I/51wbiIWL3IL._AC_UL640_QL65_.jpg
"DEWALT 20V Max Impact Driver Kit, 1/4-Inch (DCF885C1)",$79.46 ,https://m.media-amazon.com/images/I/61wxsNtabJL._AC_UL640_QL65_.jpg
WORX WX081L 4V ZipSnip Cordless Electric Scissors,$23.21 ,https://m.media-amazon.com/images/I/61fe5BMXbIL._AC_UL640_QL65_.jpg
S SATC 72 PCS 5 Inch 8 Hole Hook and Loop Adhesive Sanding Discs Sandpaper for Random Orbital Sander 40 60 80 120 180 240 320 Grits,$9.26 ,https://m.media-amazon.com/images/I/510dvt7j6zL._AC_UL640_QL65_.jpg
SKIL 15 Amp 7-1/4 Inch Circular Saw with Single Beam Laser Guide - 5280-01,$47.49 ,https://m.media-amazon.com/images/I/616jB6IRDPS._AC_UL640_QL65_.jpg
"Disston E0215000 Blu-Mol RemGrit Hole Saw Accessories Dust Bowl, for Installing Recessed Lights and Works With All Hole Saws",$15.71 ,https://m.media-amazon.com/images/I/81lM6se1OkL._AC_UL640_QL65_.jpg
"5-Inch 8-Hole Hook and Loop Sanding Discs 70PCS, 40/80/120/240/320/600/800 Assorted Grits Sandpaper - Pack of 70",$10.44 ,https://m.media-amazon.com/images/I/71-P6jSMmML._AC_UL640_QL65_.jpg
"DEWALT TSTAK Tool Box, Deep (DWST17806) , Black",$29.31 ,https://m.media-amazon.com/images/I/81ctsQRl7eL._AC_UL640_QL65_.jpg
"Klein Tools 11063W Wire Cutter / Wire Stripper, Heavy Duty Automatic Wire Stripper Tool for 8-20 AWG Solid and 10-22 AWG Stranded Electrical Wire",$26.48 ,https://m.media-amazon.com/images/I/51cWJR-r31L._AC_UL640_QL65_.jpg
"DEWALT 20V Max XR 20V Battery, 5.0-Ah, 2-Pack (DCB205-2)",$131.13 ,https://m.media-amazon.com/images/I/613sv+tbWGL._AC_UL640_QL65_.jpg
"Gonicc 8"" Professional Sharp Bypass Pruning Shears (GPPS-1002), Tree Trimmers Secateurs,Hand Pruner, Garden Shears,Clippers For The Garden, Bonsai Cutters, Loppers",$22.26 ,https://m.media-amazon.com/images/I/518XjzuiaBL._AC_UL640_QL65_.jpg
"BISSELL CrossWave Floor and Area Rug Cleaner, Wet-Dry Vacuum with Bonus Extra Brush-Roll and Extra Filter, 1785A , Green",$159.45 ,https://m.media-amazon.com/images/I/71q+nqniPyL._AC_UL640_QL65_.jpg
"DEWALT 20V MAX Orbital Sander, Tool Only (DCW210B)",$91.68 ,https://m.media-amazon.com/images/I/717INDTkk-S._AC_UL640_QL65_.jpg
DEWALT DWA1181 21-Piece Set Black Oxide Coated Hss Twist Drill Bit Set,$20.22 ,https://m.media-amazon.com/images/I/81+SvTR3+JL._AC_UL640_QL65_.jpg
"Revolving Punch Plier Kit, XOOL Leather Hole Punch Set for Belts, Watch Bands, Straps, Dog Collars, Saddles, Shoes, Fabric, DIY Home or Craft Projects, Heavy Duty Rotary Puncher, Multi Hole Sizes Make",$8.35 ,https://m.media-amazon.com/images/I/61XPz3AXvsL._AC_UL640_QL65_.jpg
"TILAX Wire Brush Wheel Cup Brush Set 6 Piece, Wire Brush for Drill 1/4 Inch Arbor 0.012 Inch Coarse Carbon Steel Crimped Wire Wheel for Cleaning Rust, Stripping and Abrasive, for Drill Attachment",$10.55 ,https://m.media-amazon.com/images/I/71JVwWlIA5L._AC_UL640_QL65_.jpg
"TEKTON 16 oz. Fiberglass Handle Rubber Mallet | 30603 , Black",$10.48 ,https://m.media-amazon.com/images/I/61oBygjTXcL._AC_UL640_QL65_.jpg
"WORKPRO W017004A Bolt Cutter, Bi-Material Handle with Soft Rubber Grip, 14"", Chrome Molybdenum Steel Blade",$12.41 ,https://m.media-amazon.com/images/I/61UiQbTsWPL._AC_UL640_QL65_.jpg
"STANLEY SL18115 Wet/Dry Vacuum, 5 Gallon, 4 Horsepower, Stainless Steel Tank, 4.0 HP, 50"" Sealed Pressure, Silver+Yellow",$56.15 ,https://m.media-amazon.com/images/I/61lMrQ5LQnL._AC_UL640_QL65_.jpg
Extolife Replacement Filter Compatible with Shop-Vac 90350 90304 90333 Replacement fits most Wet/Dry Vacuum 5 Gallon and above (1),$12.34 ,https://m.media-amazon.com/images/I/61lwmQWj43L._AC_UL640_QL65_.jpg
"Milwaukee Genuine OEM 48-59-2401 M12 Lithium Ion 12 Volt Battery Charger w/LED Indicating, Red",$19.49 ,https://m.media-amazon.com/images/I/81E96hpq+YL._AC_UL640_QL65_.jpg
"IRWIN VISE-GRIP Wire Stripper, Self-Adjusting, 8-Inch (2078300)",$20.43 ,https://m.media-amazon.com/images/I/715aMP3f2IL._AC_UL640_QL65_.jpg
DEWALT 18v to 20v Adapter - Bare (DCA1820),$28.24 ,https://m.media-amazon.com/images/I/713xjiALJaL._AC_UL640_QL65_.jpg
"Pacific Handy Cutter Inc. HC100 Handy Box Cutter, Tap Open/Tap Close, 12 per Box, Assorted(Packaging may vary)",$9.62 ,https://m.media-amazon.com/images/I/51424jMOcYL._AC_UL640_QL65_.jpg
"Armour Line RP77323 Tub Drain Remover Wrench, Heavy Duty, Pack of 1",$7.18 ,https://m.media-amazon.com/images/I/610lAQdxOjL._AC_UL640_QL65_.jpg
"DEWALT Metal Shears Attachment, Impact Ready (DWASHRIR)",$39.60 ,https://m.media-amazon.com/images/I/715kVGaB4NL._AC_UL640_QL65_.jpg
"IRWIN Screw Extractor for Spiral Screws, 5-Piece (53535)",$11.13 ,https://m.media-amazon.com/images/I/61o11ldBdGL._AC_UL640_QL65_.jpg
"Gerber Gear 31-000345N EAB Lite Pocket Knife, Stainless Steel",$9.89 ,https://m.media-amazon.com/images/I/41cOiTNUKfS._AC_UL640_QL65_.jpg
"DEWALT Drill Bit Set, Titanium, 14-Piece (DW1354) , Yellow",$15.14 ,https://m.media-amazon.com/images/I/71-05RYjVRS._AC_UL640_QL65_.jpg
"DEWALT Masonry Drill Bit Set, Percussion, Concrete & Block, 7-Piece (DW5207)",$16.06 ,https://m.media-amazon.com/images/I/61tjPdzkOuL._AC_UL640_QL65_.jpg
"Akro-Mils 10124, 24 Drawer Plastic Parts Storage Hardware and Craft Cabinet, 20-Inch W x 6-Inch D x 16-Inch H, Black",$32.63 ,https://m.media-amazon.com/images/I/61vFYN1QysL._AC_UL640_QL65_.jpg
Texas Best Folding Metric and SAE Hex Keys | Metric and SAE Allen Wrench Set | Heat Treatment S2 Finish | 2 Pack,$11.99 ,https://m.media-amazon.com/images/I/61v3BF+ncaS._AC_UL640_QL65_.jpg
"CRAFTSMAN CMXEVBE17595 16 Gallon 6.5 Peak HP Wet/Dry Vac, Heavy-Duty Shop Vacuum with Attachments , Red",$116.68 ,https://m.media-amazon.com/images/I/716R7oCgUWL._AC_UL640_QL65_.jpg
"Shark VM200P12 VACMOP Vacuum Mop Bundle with 12 Disposable VACMOP Pads & 12 oz. Cleaning Solution, White",$56.45 ,https://m.media-amazon.com/images/I/81NpS7IONYL._AC_UL640_QL65_.jpg
"Stanley - SL18116P Wet/Dry Vacuum, 6 Gallon, 4 Horsepower Black",$52.77 ,https://m.media-amazon.com/images/I/61t-r7ngUAL._AC_UL640_QL65_.jpg
"DEWALT Buffer/Polisher, Variable Speed, Soft Start, 7-Inch/9-Inch (DWP849X) , Yellow",$171.42 ,https://m.media-amazon.com/images/I/71d-RQOmsuL._AC_UL640_QL65_.jpg
"DEWALT Random Orbit Sander, Variable Speed, 5-Inch (DWE6423)",$61.34 ,https://m.media-amazon.com/images/I/81w3XVGd7pL._AC_UL640_QL65_.jpg
"CRAFTSMAN CMXEVBE17250 2.5 gallon 1.75 Peak Hp Wet/Dry Vac, Portable Shop Vacuum with Attachments , Red",$45.64 ,https://m.media-amazon.com/images/I/71uZyn8y+GL._AC_UL640_QL65_.jpg
"Lavaxon Wire Brush Set 3Pcs - Nylon/Brass/Stainless Steel Bristles with Curved Handle Grip for Rust, Dirt & Paint Scrubbing with Deep Cleaning – 7 Inches (Red)",$8.47 ,https://m.media-amazon.com/images/I/71fe92NM47L._AC_UL640_QL65_.jpg
"DEWALT Portable Band Saw Blade, 32-7/8-Inch, .020-Inch, 24 TPI, 3-Pack (DW3984C)",$15.84 ,https://m.media-amazon.com/images/I/71KU62lxNtL._AC_UL640_QL65_.jpg
TEKTON 1/2 Inch Drive Click Torque Wrench (10-150 ft.-lb.) | 24335,$34.58 ,https://m.media-amazon.com/images/I/61F7phIuRcL._AC_UL640_QL65_.jpg
"Klein Tools 32807MAG 7-in-1 Nut Driver, Magnetic Driver has SAE Hex Nut Sizes 1/4 to 9/16-Inch, Cushion Grip Handle for Added Torque",$26.55 ,https://m.media-amazon.com/images/I/61gwAJBzDAL._AC_UL640_QL65_.jpg
"Knife Sharpening Stone Kit, KERYE Professional Japanese Whetstone Sharpener Stone Set, Premium 4 Side Grit 400/1000 3000/8000 Water Stone, Flattening Stone, Angle Guide, Leather Strop, Anti Cut Gloves",$36.77 ,https://m.media-amazon.com/images/I/71Pk0si84oL._AC_UL640_QL65_.jpg
Fiskars 46 Inch Steel D-handle Square Garden Spade,$27.31 ,https://m.media-amazon.com/images/I/41Odcv2JSnL._AC_UL640_QL65_.jpg
"Klein Tools 32500MAG Magnetic Multi-Bit Screwdriver / Nut Driver, 11-in-1 Multi Tool with 8 Bits, 3 Nut Driver Sizes, Cushion Grip Handle",$18.37 ,https://m.media-amazon.com/images/I/5145qantsZL._AC_UL640_QL65_.jpg
Norske Tools Newly Improved NMAP001 13 inch Laminate Flooring and Siding Cutter with Heavy Duty Fixed Aluminum Fence and Built-in Precision Angled Miter Settings,$118.14 ,https://m.media-amazon.com/images/I/61hGNsDimKL._AC_UL640_QL65_.jpg
"BLACK+DECKER 20V Max Drill & Home Tool Kit, 68 Piece (LDX120PK)",$48.54 ,https://m.media-amazon.com/images/I/61JHslT0qXL._AC_UL640_QL65_.jpg
"Universal Socket Tools Gifts for Men Dad - Socket Set with Power Drill Adapter Super Universal Socket Grip Cool Stuff Gadgets for Men, Birthday Gifts for Men Women Husband Him Boyfriend(7-19mm)",$16.13 ,https://m.media-amazon.com/images/I/61UaZeNXGeL._AC_UL640_QL65_.jpg
"CRAFTSMAN Adjustable Wrench, 6-Inch (CMMT81621)",$7.41 ,https://m.media-amazon.com/images/I/514VA1R9D7S._AC_UL640_QL65_.jpg
"CRAFTSMAN Hammer, Fiberglass, 16 oz. (CMHT51398)",$11.44 ,https://m.media-amazon.com/images/I/61aKrv6NzBL._AC_UL640_QL65_.jpg
"Ingersoll Rand 114GQC Air Hammer - 3 PC Chisel Set with Tapered Punch, Panel Cutter, Flat Chisel, 2-5/8 Inch stroke, 3500 BPM, Lightweight, Compact, Gray",$49.84 ,https://m.media-amazon.com/images/I/71-brlrmyEL._AC_UL640_QL65_.jpg
BLACK+DECKER 20V MAX* Cordless Reciprocating Saw Kit (BDCR20C),$43.95 ,https://m.media-amazon.com/images/I/61cqeMDM5SS._AC_UL640_QL65_.jpg
"IRWIN VISE-GRIP Original Locking Pliers, Long Nose, 4-Inch (1602L3)",$10.11 ,https://m.media-amazon.com/images/I/818wc6NENsL._AC_UL640_QL65_.jpg
"Fandeli 220 Grit Sandpaper - Multipurpose Professional Fine Sandpaper (25 Sheet) - Sandpaper for Wood, Metal, Varnish & Paint - Sandpaper Sheets for All Types of Surfaces (Assorted Grit)",$12.31 ,https://m.media-amazon.com/images/I/91MbsVArDVL._AC_UL640_QL65_.jpg
"Pacific Handy Cutter S5R Safety Cutter, Right Handed Retractable Utility Knife & Ergonomic Film Cutter, Bladeless Tape Splitter, Steel Guard, Safety & Damage Protection, Warehouse & In-Store Cutting , green",$5.85 ,https://m.media-amazon.com/images/I/719LDMSJBSL._AC_UL640_QL65_.jpg
SKIL 7-Inch Wet Tile Saw - 3540-02,$64.49 ,https://m.media-amazon.com/images/I/51lYs+jVLvL._AC_UL640_QL65_.jpg
"Estwing E1450PVCR 1/4"" x 50' PVC / Rubber Hybrid Air Hose with Fittings Lightweight Kink-Resistant Compressed Air Hose with Solid Brass Couplings, Blue and Yellow",$23.37 ,https://m.media-amazon.com/images/I/61CQEshCwyL._AC_UL640_QL65_.jpg
"Klein Tools 1005 Cutting / Crimping Tool for 10-22 AWG Terminals and Connectors, Terminal Crimper for Insulated and Non-Insulated Terminals",$26.67 ,https://m.media-amazon.com/images/I/5165D2co1aL._AC_UL640_QL65_.jpg
"CRAFTSMAN Home Tool Kit / Mechanics Tools Kit, 57-Piece (CMMT99446)",$42.62 ,https://m.media-amazon.com/images/I/71xFZxpxnEL._AC_UL640_QL65_.jpg
BLACK+DECKER 6-inch Random Orbit Waxer/Polisher (WP900),$28.18 ,https://m.media-amazon.com/images/I/71GkDE0mIzL._AC_UL640_QL65_.jpg
"Egofine 12pcs 1/4 Inch Ratchet Socket Wrench Set, Drive Socket Set with 10 Sockets 4-13mm and 2 Way Quick Released Ratchet Handle and Extension Bar",$14.24 ,https://m.media-amazon.com/images/I/61cqkYpQjRL._AC_UL640_QL65_.jpg
POWERTEC 71002 Abrasive Cleaning Stick for Sanding Belts & Discs | Natural Rubber Eraser - Woodworking Shop Tools for Sanding Perfection,$9.40 ,https://m.media-amazon.com/images/I/51xnqbknedL._AC_UL640_QL65_.jpg
"CRAFTSMAN Adjustable Wrench Set, 3-Piece (CMMT12001)",$23.71 ,https://m.media-amazon.com/images/I/514d09SVR2L._AC_UL640_QL65_.jpg
"BLACK+DECKER 20V MAX* Cordless Drill / Driver, 3/8-Inch (LDX120C)",$30.19 ,https://m.media-amazon.com/images/I/711YGwfl9rS._AC_UL640_QL65_.jpg
"WORKSHOP Wet/Dry Vacs Vacuum Accessories WS17854A 1-7/8-Inch Shop Vacuum Attachment Kit For Use With A Shop Vacuum With Homeowners In Mind , Black",$24.26 ,https://m.media-amazon.com/images/I/61LwaB1Tq2L._AC_UL640_QL65_.jpg
"DEWALT Right Angle Drill Adaptor, FlexTorq, 4-in-1 System, Compact, Straight Flexible Shaft, 12-Inch (DWAMRASETFT)",$32.18 ,https://m.media-amazon.com/images/I/51k-JEfbyVL._AC_UL640_QL65_.jpg
"TianTac Tungsten Carbide Rotary Burr Set 10pcs, Carving Burr Bits, with 3mm Shank 6mm Bit for Wood & Stone Carving, Steel Metal Working",$11.39 ,https://m.media-amazon.com/images/I/7119Knt9O1L._AC_UL640_QL65_.jpg
SUIZAN Japanese Flush Cut Trim Hand Saw 5 Inch Pull Saw for Hardwood and Softwood,$18.46 ,https://m.media-amazon.com/images/I/713M3BtaSnS._AC_UL640_QL65_.jpg
"HURRICANE 1000V Insulated Electrician Screwdriver Set, All-in-One Premium Professional 13-Pieces CR-V Magnetic Phillips Slotted Pozidriv Torx Screwdriver",$28.69 ,https://m.media-amazon.com/images/I/71IHy4rOhJL._AC_UL640_QL65_.jpg
"TEKTON Star Key Wrench Set, 9-Piece (T10-T50) | 25291 , Black",$10.27 ,https://m.media-amazon.com/images/I/71Edav75P0L._AC_UL640_QL65_.jpg
"Irwin Tools Drill Press Vise, 4"", 226340, Blue",$24.62 ,https://m.media-amazon.com/images/I/91hCB3DTGUL._AC_UL640_QL65_.jpg
"DEWALT 20V MAX XR Hammer Drill, Brushless, 3-Speed, Tool Only (DCD996B)",$117.94 ,https://m.media-amazon.com/images/I/71qG13eFwtL._AC_UL640_QL65_.jpg
DEWALT Hog Ring Pliers Kit (P7DW),$23.27 ,https://m.media-amazon.com/images/I/71Sgc4V+6oS._AC_UL640_QL65_.jpg
Crimping Tool For Heat Shrink Connectors - Ratcheting Wire Crimpers - Crimping Pliers - Ratchet Terminal Crimper - Electrical Crimping Tool by Wirefy - 22-10 AWG,$23.76 ,https://m.media-amazon.com/images/I/71xjnBs52gL._AC_UL640_QL65_.jpg
"DEWALT Tool Tote, TSTAK System (DWST17809)",$18.54 ,https://m.media-amazon.com/images/I/6187gJKW7GL._AC_UL640_QL65_.jpg
Makita B-49373 75 PC Metric Drill and Screw Bit Set,$22.56 ,https://m.media-amazon.com/images/I/71i4yG+igHL._AC_UL640_QL65_.jpg
"LENOX Tools Hole Saw with Arbor, Speed Slot, 2-Inch (1772779)",$10.17 ,https://m.media-amazon.com/images/I/71brjyZBqcL._AC_UL640_QL65_.jpg
"TEKTON Hex Key Wrench Set, 30-Piece (.028-3/8 in., .7-10 mm) | 25253",$12.83 ,https://m.media-amazon.com/images/I/81cTC+mIU6L._AC_UL640_QL65_.jpg
"Klein Tools 32288 Insulated Screwdriver, 8-in-1 Screwdriver Set with Interchangeable Blades, 3 Phillips, 3 Slotted and 2 Square Tips",$45.63 ,https://m.media-amazon.com/images/I/61+siNL-a8L._AC_UL640_QL65_.jpg
"BOSCH T5002 T-Shank Multi-Purpose Jigsaw Blades, 10 Piece, Assorted, Jig Saw Blade Set for Cutting Wood and Metal",$8.58 ,https://m.media-amazon.com/images/I/91UgcQ41cVL._AC_UL640_QL65_.jpg
"DURATECH Universal Wrench Set, Adjustable Wrench Set, SAE & Metric, 8-inch&10-inch, 44 sizes in 2 Piece, Drop Forged, ANSI standard",$22.07 ,https://m.media-amazon.com/images/I/71FAJqeW-6L._AC_UL640_QL65_.jpg
"BLACK+DECKER Screwdriver Bit Set, 42-Piece (BDA42SD)",$11.35 ,https://m.media-amazon.com/images/I/71AqQ1ZWPJS._AC_UL640_QL65_.jpg
"CRAFTSMAN Hex Key Set, 14-Key, T-Handle (CMHT26001)",$27.03 ,https://m.media-amazon.com/images/I/61aGtJlS69L._AC_UL640_QL65_.jpg
"NEIKO 30252A Water and Oil Separator for Air Line | 1/4"" NPT Inlet and Outlet | 90 PSI | Air Compressor and Air Tool Accessory | Protect Lifespan of Pneumatic Tools | Water Moisture Filter Dryer",$8.99 ,https://m.media-amazon.com/images/I/91mrtjKHmRL._AC_UL640_QL65_.jpg
"DEWALT 20V MAX* Reciprocating Saw, Tool Only (DCS380B)",$74.25 ,https://m.media-amazon.com/images/I/61ZXG5AQZML._AC_UL640_QL65_.jpg
BLACK+DECKER 20V MAX* POWERCONNECT 1.5Ah Lithium Ion Battery (LBXR20),$30.05 ,https://m.media-amazon.com/images/I/51ZUMXK5eGL._AC_UL640_QL65_.jpg
Metabo HPT Sawhorses | Folding | 1200 Lb. Capacity | 2-Pack | 115445M,$39.89 ,https://m.media-amazon.com/images/I/61X6YcFBiCL._AC_UL640_QL65_.jpg
"Drill Doctor - DD750X 750X Drill Bit Sharpener for High-Speed Steel, Masonry, Carbide, Cobalt, & TiN-coated Drill Bits, with Adjustable Angles from 115° to 140°, Sharpens 3/32in – 3/4in Drill Bits gray/black",$107.39 ,https://m.media-amazon.com/images/I/61QvHlLwz-S._AC_UL640_QL65_.jpg
